date,channel,campaign,impressions,clicks,sessions,spend
2026-03-14,Email,Newsletter,605,23,23,6.5
2026-02-18,Direct,Returning Visitors,63,63,63,0.0
2026-04-15,google ads,Restaurant Operations,435,21,18,48.66
2026-02-21,Direct,Demo Page Direct,21,21,21,0.0
2026-02-02,Google Ads,High Intent Search,689,32,29,79.38
2026-01-21,Direct,Returning Visitors,48,48,48,0.0
2026-02-23,Google Ads,Competitor Search,340,17,15,50.51
2025-11-06,Referral,Partner Network,17,17,17,13.89
2026-04-28,Email,Newsletter,974,37,37,6.5
2026-06-07,Meta Ads,Awareness Video,8048,95,88,51.02
2026-02-26,Referral,Industry Events,11,11,11,0.0
2026-03-22,Google Ads,High Intent Search,519,26,23,63.17
2026-06-16,Email,Newsletter,1026,39,39,6.5
2025-11-21,Google Ads,High Intent Search,707,31,27,73.5
2025-12-17,LinkedIn Ads,Decision Makers,1020,8,7,54.33
2026-02-25,Email,Newsletter,1184,45,45,6.5
2026-06-20,LinkedIn Ads,Operations Leaders,919,6,6,38.89
2026-06-20,Organic Search,SEO Comparison,1188,38,38,0.0
2026-02-25,Google Ads,Competitor Search,434,19,18,56.09
2026-02-03,Organic Search,SEO Product Pages,3719,119,119,0.0
2026-03-04,Google Ads,Restaurant Operations,546,23,22,46.16
2025-11-12,LinkedIn Ads,Decision Makers,1181,8,7,66.11
2026-01-02,Email,Lead Nurture,474,18,18,6.5
2026-06-02,Organic Search,SEO Comparison,1719,55,55,0.0
2026-03-31,Organic Search,SEO Comparison,1750,56,56,0.0
2026-04-06,Google Ads,High Intent Search,948,48,43,122.0
2025-12-28,Google Ads,High Intent Search,369,17,15,37.13
2025-11-28,Google Ads,Competitor Search,346,17,15,51.29
2026-06-08,Email,Reactivation,211,8,8,6.5
2026-05-25,Meta Ads,Awareness Video,10669,124,110,71.94
2026-06-09,LinkedIn Ads,Decision Makers,1460,9,8,66.9
2026-06-20,Direct,Demo Page Direct,27,27,27,0.0
2026-04-24,Google Ads,Competitor Search,352,16,15,50.66
2025-12-04,Google Ads,Restaurant Operations,592,27,24,54.72
2026-01-13,LinkedIn Ads,Operations Leaders,693,5,4,34.32
2025-12-07,Email,Newsletter,553,21,21,6.5
2026-06-12,Organic Search,SEO Guides,4531,145,145,0.0
2025-11-16,Referral,Customer Referral,2,2,2,0.0
2026-03-29,linkedin ads,Operations Leaders,601,4,4,28.21
2025-12-26,Email,Lead Nurture,211,8,8,6.5
2026-01-30,Meta Ads,Awareness Video,8147,100,90,62.8
2026-04-15,Meta ads ,Awareness Video,7985,108,97,65.56
2026-03-21,LinkedIn Ads,Operations Leaders,619,4,4,29.05
2025-11-14,Direct,Returning Visitors,52,52,52,0.0
2026-04-25,Google Ads,High Intent Search,382,21,19,46.81
2026-05-22,Referral,Partner Network,16,16,16,15.81
2025-12-17,Google Ads,High Intent Search,946,42,36,97.35
2026-01-20,Meta Ads,Awareness Video,9945,107,93,65.16
2026-05-07,Referral,Industry Events,9,9,9,0.0
2026-01-25,Google Ads,Restaurant Operations,368,14,12,29.87
2026-02-15,Google Ads,Restaurant Operations,296,14,13,32.59
2026-01-25,Referral,Customer Referral,7,7,7,0.0
2025-12-30,LinkedIn Ads,Operations Leaders,585,4,3,24.11
2026-03-01,Email,Reactivation,368,14,14,6.5
2026-04-18,Google Ads,Restaurant Operations,387,16,14,36.03
2026-02-09,Direct,Brand Direct,120,120,120,0.0
2025-11-10,Email,Newsletter,711,27,27,6.5
2026-06-08,Direct,Brand Direct,95,95,95,0.0
2026-02-05,Direct,Returning Visitors,62,62,62,0.0
2026-01-21,Organic Search,SEO Product Pages,4062,130,130,0.0
2026-05-07,Google ads,High Intent Search,995,43,38,98.15
2026-03-01,Google Ads,High Intent Search,592,27,23,66.75
2026-03-26,Direct,Demo Page Direct,27,27,27,0.0
2026-03-07,Google Ads,Restaurant Operations,469,20,18,37.47
2025-11-12,Referral,Customer Referral,12,12,12,0.0
2026-04-29,Email,Lead Nurture,842,32,32,6.5
2026-05-06,Referral,Industry Events,14,14,14,0.0
2026-04-26,LinkedIn Ads,Decision Makers,1099,8,7,59.25
2025-11-20,Google Ads,Restaurant Operations,415,20,18,46.48
2026-04-02,Organic Search,SEO Comparison,1719,55,55,0.0
2026-04-03,Referral,Partner Network,20,20,20,17.4
2026-01-26,Google Ads,Restaurant Operations,665,26,24,48.71
2026-04-10,Meta Ads,Awareness Video,7631,104,92,65.23
2026-05-02,Organic Search,SEO Comparison,1125,36,36,0.0
2026-01-20,LinkedIn Ads,Operations Leaders,694,5,4,35.22
2025-11-25,Google Ads,High Intent Search,740,37,34,78.88
2026-04-22,Direct,Brand Direct,109,109,109,0.0
2026-06-27,Meta Ads,Retargeting,1284,18,16,16.82
2026-02-03,Meta Ads,Awareness Video,7790,92,86,59.63
2026-04-26,Organic Search,SEO Product Pages,3812,122,122,0.0
2026-02-18,Referral,Industry Events,9,9,9,0.0
2026-06-26,LinkedIn Ads,Operations Leaders,713,5,4,41.8
2026-06-30,Referral,Industry Events,10,10,10,0.0
2026-02-17,LinkedIn Ads,SMB Growth,893,6,5,36.24
2026-04-02,Email,Newsletter,684,26,26,6.5
2025-11-04,Meta Ads,Awareness Video,9952,111,98,67.66
2025-12-14,Google Ads,Restaurant Operations,400,16,14,30.43
2026-03-16,Organic Search,SEO Guides,3469,111,111,0.0
2026-06-26,Organic Search,SEO Comparison,1562,50,50,0.0
2026-03-07,LinkedIn Ads,Decision Makers,1070,7,6,55.96
2026-05-28,Meta Ads,Awareness Video,9754,113,98,63.97
2025-12-29,Email,Lead Nurture,184,7,7,6.5
2026-03-19,Direct,Returning Visitors,67,67,67,0.0
2025-12-27,Email,Lead Nurture,316,12,12,6.5
2026-02-15,Email,Reactivation,342,13,13,6.5
2026-04-05,Google Ads,High Intent Search,741,35,31,77.48
2026-06-01,Referral,Customer Referral,10,10,10,0.0
2026-03-27,Google Ads,High Intent Search,820,40,35,102.18
2026-01-29,Organic Search,SEO Product Pages,3969,127,127,0.0
2026-03-30,Organic Search,SEO Product Pages,4219,135,135,0.0
2025-11-30,LinkedIn Ads,Decision Makers,963,6,5,38.32
2025-12-01,Referral,Customer Referral,10,10,10,0.0
2026-06-15,Organic Search,SEO Guides,4781,153,153,0.0
2026-06-26,Email,Lead Nurture,789,30,30,6.5
2025-12-21,Google Ads,Competitor Search,254,11,10,35.29
2025-12-18,Google Ads,High Intent Search,789,38,34,87.55
2026-04-24,Organic Search,SEO Comparison,1938,62,62,0.0
2025-12-07,Direct,Brand Direct,61,61,61,0.0
2026-05-26,Organic Search,SEO Product Pages,4156,133,133,0.0
2026-01-27,Google Ads,Competitor Search,350,16,14,50.48
2026-03-12,Organic Search,SEO Guides,4781,153,153,0.0
2026-02-09,Google Ads,High Intent Search,1074,48,43,97.35
2025-11-05,Organic Search,SEO Guides,3156,101,101,0.0
2025-12-14,Direct,Returning Visitors,27,27,27,0.0
2025-11-22,Referral,Partner Network,7,7,7,10.05
2026-02-04,Referral,Partner Network,17,17,17,15.54
2026-04-03,Linkedin Ads,Decision Makers,1649,11,10,82.69
2026-02-05,Organic Search,SEO Comparison,1375,44,44,0.0
2026-02-28,Email,Lead Nurture,237,9,9,6.5
2026-01-20,Meta Ads,Lead Magnet,3087,41,37,32.81
2026-02-18,LinkedIn Ads,Operations Leaders,932,6,5,40.8
2026-05-02,Meta Ads,Awareness Video,7098,83,73,46.85
2026-03-27,Referral,Partner Network,14,14,14,18.4
2026-04-21,Referral,Partner Network,20,20,20,19.92
2026-05-26,Google Ads,High Intent Search,802,42,38,94.02
2026-02-07,Organic Search,SEO Guides,2844,91,91,0.0
2026-03-25,Referral,Customer Referral,11,11,11,0.0
2026-02-19,Meta Ads,Awareness Video,9123,107,98,64.23
2025-12-02,Email,Lead Nurture,658,25,25,6.5
2026-03-15,Email,Newsletter,579,22,22,6.5
2026-05-07,Email,Reactivation,737,28,28,6.5
2026-05-03,LinkedIn Ads,SMB Growth,544,4,4,24.4
2026-03-09,Email,Newsletter,842,32,32,6.5
2026-01-15,Google Ads,High Intent Search,699,30,27,75.87
2026-03-10,Email,Lead Nurture,842,32,32,6.5
2026-06-09,Email,Reactivation,763,29,29,6.5
2026-04-17,Email,Lead Nurture,842,32,32,6.5
2026-02-15,LinkedIn Ads,SMB Growth,540,4,4,26.17
2025-12-03,Email,Newsletter,868,33,33,6.5
2026-02-27,Email,Newsletter,947,36,36,6.5
2026-01-10,Organic Search,SEO Guides,1969,63,63,0.0
2026-03-01,Referral,Customer Referral,8,8,8,0.0
2026-03-21,Organic Search,SEO Guides,2656,85,85,0.0
2026-04-27,Organic Search,SEO Guides,4344,139,139,0.0
2026-05-22,Meta Ads,Lead Magnet,3605,44,41,35.83
2026-06-28,Organic Search,SEO Product Pages,3219,103,103,0.0
2025-12-16,Direct,Demo Page Direct,33,33,33,0.0
2026-03-20,Direct,Demo Page Direct,31,31,31,0.0
2026-02-06,Organic Search,SEO Comparison,1438,46,46,0.0
2026-04-05,Google Ads,Competitor Search,269,12,10,35.34
2025-11-22,Direct,Brand Direct,78,78,78,0.0
2025-11-06,Meta Ads,Lead Magnet,5241,60,55,40.35
2026-03-19,Meta Ads,Retargeting,1907,23,20,21.41
2026-06-22,Email,Reactivation,447,17,17,6.5
2026-06-19,Organic Search,SEO Product Pages,5344,171,171,0.0
2025-12-27,LinkedIn Ads,Decision Makers,266,2,2,19.05
2026-02-27,Meta Ads,Lead Magnet,4649,50,43,37.65
2026-06-14,Direct,Demo Page Direct,19,19,19,0.0
2026-05-08,Meta Ads,Lead Magnet,4599,47,43,36.87
2026-05-30,Google Ads,High Intent Search,950,40,36,85.95
2026-02-11,Meta Ads,Lead Magnet,4052,47,41,30.44
2026-03-09,Organic Search,SEO Comparison,1500,48,48,0.0
,Referral,Customer Referral,13,13,13,0.0
2026-03-01,LinkedIn Ads,SMB Growth,709,5,5,26.59
2026-02-05,Meta Ads,Awareness Video,10681,113,105,68.06
2026-05-29,Organic Search,SEO Comparison,1781,57,57,0.0
2026-01-30,Email,Lead Nurture,553,21,21,6.5
2026-01-17,Referral,Partner Network,10,10,10,10.88
2026-01-03,Email,Lead Nurture,79,3,3,6.5
2025-11-17,Google Ads,Competitor Search,279,13,12,38.61
2026-06-26,Referral,Customer Referral,21,21,21,0.0
2026-03-06,Organic Search,SEO Product Pages,4500,144,144,0.0
2026-05-15,Email,Newsletter,947,36,36,6.5
2026-03-25,Direct,Brand Direct,112,112,112,0.0
2026-01-28,Meta Ads,Awareness Video,7961,101,93,61.81
2026-04-20,Organic Search,SEO Product Pages,4344,139,139,0.0
2026-04-29,Meta Ads,Awareness Video,11356,135,125,75.45
2025-12-02,Referral,Customer Referral,13,13,13,0.0
2026-05-03,Referral,Customer Referral,11,11,11,0.0
2026-05-13,Google Ads,Restaurant Operations,331,16,15,38.26
2026-03-13,Referral,Industry Events,15,15,15,0.0
2025-12-07,Direct,Returning Visitors,30,30,30,0.0
2026-03-30,Email,Lead Nurture,500,19,19,6.5
2026-03-29,Organic Search,SEO Comparison,1281,41,41,0.0
2026-01-13,Referral,Partner Network,17,17,17,14.52
2026-02-10,LinkedIn Ads,Operations Leaders,682,5,5,34.88
2025-11-14,Referral,Partner Network,9,9,9,16.13
2025-12-07,Direct,Demo Page Direct,20,20,20,0.0
2026-03-24,Email,Reactivation,368,14,14,6.5
2026-01-21,Google Ads,High Intent Search,970,46,43,111.02
2026-03-24,Organic Search,SEO Comparison,1719,55,55,0.0
2026-01-12,Google Ads,High Intent Search,961,40,36,93.64
2025-12-07,Google Ads,High Intent Search,675,28,26,60.0
2026-04-26,Google Ads,High Intent Search,836,36,32,80.82
2026-04-09,Organic Search,SEO Comparison,1812,58,58,0.0
2026-04-04,Meta Ads,Lead Magnet,3089,39,36,28.96
2026-01-14,Organic Search,SEO Product Pages,4125,132,132,0.0
2026-01-25,Meta Ads,Retargeting,1575,20,18,17.67
2026-03-10,Meta Ads,Retargeting,2565,29,26,26.69
2026-02-09,Direct,Demo Page Direct,28,28,28,0.0
2026-02-01,Google Ads,Restaurant Operations,334,15,14,31.84
2026-03-04,Email,Newsletter,947,36,36,6.5
2025-12-09,Meta Ads,Lead Magnet,3195,35,31,25.19
2026-05-13,Organic Search,SEO Guides,4250,136,136,0.0
2026-04-05,Organic Search,SEO Guides,2969,95,95,0.0
2026-01-25,Organic Search,SEO Guides,2562,82,82,0.0
2026-05-19,Referral,Partner Network,16,16,16,17.8
2025-12-25,Meta Ads,Lead Magnet,1392,18,17,14.51
2026-01-31,Google Ads,Restaurant Operations,363,15,13,33.51
2025-11-19,Referral,Partner Network,16,16,16,13.45
2026-04-02,Referral,Industry Events,6,6,6,0.0
2026-06-26,Email,Newsletter,816,31,31,6.5
2026-03-18,Direct,Demo Page Direct,19,19,19,0.0
2026-02-08,Referral,Partner Network,20,20,20,10.57
2026-05-03,Referral,Partner Network,10,10,10,12.48
2026-01-12,Direct,Brand Direct,115,115,115,0.0
2025-12-13,Direct,Demo Page Direct,22,22,22,0.0
2026-02-12,Organic Search,SEO Product Pages,3969,127,127,0.0
2026-02-19,Email,Lead Nurture,789,30,30,6.5
2026-06-07,Meta Ads,Retargeting,1771,19,17,17.53
2026-02-20,LinkedIn Ads,Decision Makers,1301,9,8,67.81
2026-05-19,Google Ads,High Intent Search,872,42,37,88.87
2026-03-31,Email,Lead Nurture,605,23,23,6.5
2025-12-13,Direct,Brand Direct,77,77,77,0.0
2026-04-04,Direct,Brand Direct,82,82,82,0.0
2026-01-03,Meta Ads,Awareness Video,4602,47,41,28.16
2026-02-18,Referral,Customer Referral,13,13,13,0.0
2025-11-22,Google Ads,High Intent Search,540,22,20,50.44
2026-05-18,Referral,Industry Events,10,10,10,0.0
2026-06-07,Referral,Partner Network,15,15,15,14.03
2026-03-13,Email,Reactivation,447,17,17,6.5
2026-05-29,Referral,Industry Events,6,6,6,0.0
2026-06-08,Direct,Returning Visitors,60,60,60,0.0
2026-02-13,Email,Newsletter,947,36,36,6.5
2026-02-03,Google Ads,Competitor Search,310,15,14,48.5
2026-01-04,Email,Newsletter,500,19,19,6.5
2026-03-06,Referral,Industry Events,5,5,5,0.0
2026-06-30,Meta Ads,Awareness Video,10548,136,118,83.35
2026-05-22,Email,Lead Nurture,368,14,14,6.5
2026-01-30,Google Ads,Restaurant Operations,417,17,15,37.39
2026-05-09,Referral,Customer Referral,9,9,9,0.0
2026-03-24,Meta Ads,Retargeting,2525,29,27,25.75
2026-03-11,Meta Ads,Lead Magnet,3785,41,37,29.47
2026-05-29,Direct,Demo Page Direct,33,33,33,0.0
2026-04-28,Referral,Industry Events,9,9,9,0.0
2026-06-12,LinkedIn Ads,SMB Growth,812,6,5,36.86
2026-05-20,Google Ads,High Intent Search,811,42,39,94.94
2026-05-27,Google Ads,Restaurant Operations,418,19,17,41.22
2026-04-28,Google Ads,Competitor Search,413,19,17,59.46
2026-03-09,LinkedIn Ads,Decision Makers,1038,7,6,52.23
2026-01-30,LinkedIn Ads,Decision Makers,1176,9,8,61.32
2025-12-06,Referral,Partner Network,11,11,11,9.82
2026-03-19,LinkedIn Ads,SMB Growth,715,5,4,31.53
2026-01-20,Direct,Demo Page Direct,30,30,30,0.0
2026-01-17,Google Ads,Restaurant Operations,327,16,14,32.17
2026-05-17,Direct,Brand Direct,68,68,68,0.0
2026-03-04,Organic Search,SEO Product Pages,4562,146,146,0.0
2026-01-24,Organic Search,SEO Product Pages,2875,92,92,0.0
2025-12-21,Direct,Brand Direct,69,69,69,0.0
2026-04-21,Email,Newsletter,711,27,27,-6.5
2025-12-29,Email,Newsletter,342,13,13,6.5
2026-05-05,Meta Ads,Retargeting,2426,28,24,23.26
2026-06-19,Email,Reactivation,158,6,6,6.5
2026-05-23,Email,Lead Nurture,632,24,24,6.5
2026-02-03,Meta Ads,Lead Magnet,4006,45,42,34.46
2026-03-18,Email,Lead Nurture,868,33,33,6.5
2026-03-30,Google Ads,Competitor Search,468,21,19,59.36
2026-04-25,Organic Search,SEO Product Pages,3219,103,103,0.0
2026-02-12,Google Ads,Restaurant Operations,531,23,21,45.37
2026-04-17,Referral,Partner Network,25,25,25,15.92
2025-12-05,Referral,Partner Network,14,14,14,17.71
2026-01-25,Email,Newsletter,579,22,22,6.5
2026-01-07,Meta Ads,Awareness Video,8958,115,105,65.86
2026-03-03,Direct,Demo Page Direct,23,23,23,0.0
2026-06-29,Direct,Demo Page Direct,26,26,26,0.0
2026-06-08,Meta Ads,Awareness Video,9416,111,98,61.94
2025-11-18,Google Ads,Competitor Search,372,18,17,50.73
2026-06-13,Organic Search,SEO Comparison,1031,33,33,0.0
2025-12-10,Google Ads,High Intent Search,824,38,36,81.38
2026-05-01,Direct,Brand Direct,128,128,128,0.0
2026-02-11,Google Ads,Competitor Search,380,20,19,59.07
2026-05-08,Email,Newsletter,921,35,35,6.5
2026-04-19,Email,Reactivation,395,15,15,6.5
2026-03-14,Referral,Customer Referral,11,11,11,0.0
2026-05-11,Email,Newsletter,1184,45,45,6.5
2025-11-18,Google Ads,High Intent Search,744,39,34,95.9
2026-06-21,Organic Search,SEO Product Pages,3469,111,111,0.0
2025-11-04,LinkedIn Ads,Decision Makers,923,7,6,47.41
2026-03-18,Email,Reactivation,368,14,14,6.5
2026-04-20,Direct,Brand Direct,126,126,126,0.0
2026-05-18,Google Ads,High Intent Search,1215,52,48,108.0
2026-03-09,Email,Lead Nurture,605,23,23,6.5
2025-12-03,Direct,Brand Direct,100,100,100,0.0
2025-12-25,Email,Newsletter,447,17,17,6.5
2026-01-01,Direct,Brand Direct,61,61,61,0.0
2025-11-08,Referral,Partner Network,9,9,9,9.52
2026-06-04,Email,Lead Nurture,526,20,20,6.5
2026-04-14,Referral,Partner Network,13,13,13,15.82
2026-05-04,Google Ads,Restaurant Operations,551,24,21,52.84
2026-02-10,LinkedIn Ads,Decision Makers,1197,8,7,62.11
2026-06-28,Referral,Customer Referral,10,10,10,0.0
2026-01-21,Meta Ads,Lead Magnet,3304,41,37,29.92
2025-12-17,Email,Newsletter,842,32,32,6.5
2026-06-17,LinkedIn Ads,Decision Makers,780,6,5,46.08
2026-04-23,Direct,Brand Direct,112,112,112,0.0
2025-12-30,Email,Newsletter,447,17,17,6.5
2026-04-23,Meta Ads,Awareness Video,8323,121,107,67.25
2026-05-10,Organic Search,SEO Product Pages,3188,102,102,0.0
2026-05-06,Organic Search,SEO Guides,4250,136,136,0.0
2026-03-17,Google Ads,High Intent Search,718,34,31,84.52
2026-05-26,Direct,Demo Page Direct,29,29,29,0.0
2025-11-02,Email,Newsletter,421,16,16,6.5
2026-03-06,LinkedIn Ads,SMB Growth,687,5,4,31.86
2025-12-29,Meta Ads,Lead Magnet,2043,27,24,20.5
2025-12-04,Direct,Demo Page Direct,34,34,34,0.0
2026-05-02,Direct,Brand Direct,70,70,70,0.0
2025-11-13,Direct,Brand Direct,83,83,83,0.0
2026-04-16,Referral,Customer Referral,17,17,17,0.0
2026-05-27,LinkedIn Ads,SMB Growth,950,8,7,47.88
2026-06-16,Google Ads,Restaurant Operations,388,19,18,40.35
2026-04-28,google ads,High Intent Search,1070,49,44,124.61
2025-11-26,Google Ads,Competitor Search,290,14,12,42.87
2025-12-03,Email,Lead Nurture,605,23,23,6.5
2026-06-22,LinkedIn Ads,SMB Growth,743,5,4,29.98
2026-05-23,Organic Search,SEO Guides,2812,90,90,0.0
2026-04-12,Google Ads,Restaurant Operations,359,17,15,34.53
2026-02-10,Email,Newsletter,763,29,29,6.5
2026-03-11,Email,Reactivation,474,18,18,6.5
2025-12-15,LinkedIn Ads,Operations Leaders,848,6,6,38.94
2025-12-16,Google Ads,Competitor Search,359,16,15,51.72
2026-04-30,Meta Ads,Awareness Video,6552,87,75,52.3
2026-01-01,LinkedIn Ads,Operations Leaders,390,3,3,19.01
2026-04-02,Organic Search,SEO Guides,3750,120,120,0.0
2026-05-12,Direct,Brand Direct,120,120,120,0.0
2026-03-05,Organic Search,SEO Guides,3781,121,121,0.0
2026-01-16,Meta Ads,Lead Magnet,3782,45,39,33.39
2026-06-01,Referral,Partner Network,22,22,22,16.02
2026-05-06,Organic Search,SEO Comparison,2031,65,65,0.0
2026-04-09,Google Ads,Competitor Search,498,24,22,65.88
2026-04-17,Referral,Customer Referral,11,11,11,0.0
2026-06-28,Organic Search,SEO Comparison,1500,48,48,0.0
2025-12-04,Referral,Customer Referral,8,8,8,0.0
2026-06-21,Referral,Customer Referral,10,10,10,0.0
2026-02-20,Organic Search,SEO Product Pages,4500,144,144,0.0
2025-11-22,Referral,Customer Referral,5,5,5,0.0
2026-01-06,LinkedIn Ads,Operations Leaders,896,6,6,36.79
2026-03-29,LinkedIn Ads,Decision Makers,1097,8,7,56.97
2026-01-09,Direct,Returning Visitors,56,56,56,0.0
2026-06-06,Direct,Demo Page Direct,24,24,24,0.0
2026-02-12,Meta Ads,Retargeting,1764,22,19,21.57
2026-03-14,Organic Search,SEO Guides,2906,93,93,0.0
2026-06-26,Meta Ads,Retargeting,2484,31,27,28.03
2026-05-23,LinkedIn Ads,Decision Makers,847,6,6,44.4
2025-12-11,Direct,Brand Direct,101,101,101,0.0
2026-04-19,Google Ads,Restaurant Operations,394,16,14,31.6
2026-05-30,Meta Ads,Lead Magnet,3462,39,34,30.93
2026-03-14,Organic Search,SEO Product Pages,3219,103,103,0.0
2026-06-22,Organic Search,SEO Comparison,2125,68,68,0.0
2026-04-22,Organic Search,SEO Comparison,1406,45,45,0.0
2026-05-06,Organic Search,SEO Product Pages,4312,138,138,0.0
2025-12-21,Google Ads,Restaurant Operations,467,19,18,37.37
2026-04-24,Direct,Demo Page Direct,30,30,30,0.0
2026-02-02,Google Ads,Competitor Search,352,15,14,45.36
2026-05-18,Organic Search,SEO Comparison,1469,47,47,0.0
2026-02-19,Meta Ads,Retargeting,1605,20,18,17.93
2026-01-08,Referral,Partner Network,18,18,18,16.15
2026-04-22,Direct,Returning Visitors,49,49,49,0.0
2026-02-23,LinkedIn Ads,Decision Makers,1302,9,8,67.66
2025-12-04,Direct,Brand Direct,86,86,86,0.0
2026-06-20,Direct,Brand Direct,98,98,98,0.0
2026-03-23,LinkedIn Ads,Decision Makers,1486,10,9,74.1
2026-03-17,Referral,Partner Network,18,18,18,15.06
2026-02-08,Organic Search,SEO Product Pages,2469,79,79,0.0
2026-03-15,Organic Search,SEO Guides,3156,101,101,0.0
2026-02-08,Direct,Returning Visitors,43,43,43,0.0
2026-06-25,Organic Search,SEO Guides,4375,140,140,0.0
2026-02-20,LinkedIn Ads,SMB Growth,1264,8,7,45.59
2026-04-17,Organic Search,SEO Comparison,1312,42,42,0.0
2026-02-14,Google Ads,Restaurant Operations,264,11,10,21.55
2026-02-06,Direct,Brand Direct,99,99,99,0.0
2026-06-06,Meta Ads,Retargeting,1315,16,15,14.42
2025-12-26,Direct,Brand Direct,65,65,65,0.0
2026-02-17,Referral,Partner Network,18,18,18,14.5
2026-03-23,Referral,Partner Network,20,20,20,13.76
2026-03-04,Referral,Industry Events,10,10,10,0.0
2026-03-21,Direct,Brand Direct,71,71,71,0.0
2026-02-13,Email,Lead Nurture,737,28,28,6.5
2026-03-04,Meta Ads,Awareness Video,8983,119,109,71.35
2026-03-17,Email,Newsletter,763,29,29,6.5
2026-05-04,Email,Lead Nurture,763,29,29,6.5
2026-06-04,Google Ads,Restaurant Operations,439,19,18,40.93
2025-12-15,Referral,Customer Referral,17,17,17,0.0
2026-06-09,Google Ads,Restaurant Operations,494,22,21,51.32
2026-04-10,Google Ads,Competitor Search,400,19,16,57.82
2026-05-16,Meta Ads,Retargeting,1904,22,20,17.9
2026-01-12,Referral,Customer Referral,13,13,13,0.0
2026-04-16,Email,Reactivation,421,16,16,6.5
2026-01-18,Meta Ads,Lead Magnet,2783,34,30,26.25
2026-05-03,Email,Lead Nurture,368,14,14,6.5
2025-11-08,Email,Newsletter,500,19,19,6.5
2026-01-02,Google Ads,Restaurant Operations,207,9,8,19.56
2026-06-14,Email,Lead Nurture,395,15,15,6.5
2026-05-31,LinkedIn Ads,Operations Leaders,561,4,4,27.03
2025-12-02,Organic Search,SEO Guides,4125,132,132,0.0
2026-06-25,Organic Search,SEO Comparison,1625,52,52,0.0
2026-06-24,Google Ads,Restaurant Operations,531,23,21,50.94
2026-06-27,Email,Lead Nurture,632,24,24,6.5
2026-06-29,Meta Ads,Retargeting,2971,36,31,31.48
2026-01-11,Google Ads,Competitor Search,269,12,11,37.38
2026-05-04,LinkedIn Ads,SMB Growth,663,5,5,30.35
2026-06-02,LinkedIn Ads,Operations Leaders,783,5,4,35.64
2026-06-10,Referral,Industry Events,12,12,12,0.0
2026-05-07,Referral,Customer Referral,24,24,24,0.0
2026-05-08,Direct,Returning Visitors,50,50,50,0.0
2026-03-06,LinkedIn Ads,Operations Leaders,853,6,6,39.41
2026-04-11,LinkedIn Ads,SMB Growth,626,4,4,29.16
2025-12-14,Meta Ads,Awareness Video,5252,63,58,37.43
