lead_id,created_at,channel,campaign,region,company_size,business_type,lead_score,is_mql,is_sql
285,2025-11-17 16:25,Referral,Customer Referral,Flemish Brabant,1-9,Bar,56.0,0,0
286,2025-11-18 12:54,Google Ads,High Intent Search,Hainaut,50+,Café,56.0,0,0
287,2025-11-18 18:31,Google Ads,Competitor Search,Liège,10-49,Café,55.0,1,1
288,2025-11-18 17:19,Google Ads,Competitor Search,Antwerp,10-49,Restaurant,57.0,1,0
289,2025-11-18 11:50,Google Ads,Restaurant Operations,Brussels,50+,Restaurant,73.0,1,0
290,2025-11-18 17:12,Google Ads,Restaurant Operations,Antwerp,1-9,Snack,37.0,1,1
291,2025-11-18 16:19,LinkedIn Ads,Decision Makers,Liège,10-49,Restaurant,61.0,0,0
292,2025-11-18 14:11,Meta Ads,Awareness Video,Antwerp,50+,Café,23.0,0,0
,2025-11-18 19:19,Meta Ads,Awareness Video,Brussels,10-49,Restaurant,24.0,1,0
294,2025-11-18 19:22,Organic Search,SEO Product Pages,Flemish Brabant,10-49,Restaurant,52.0,1,1
295,2025-11-18 16:43,Organic Search,SEO Product Pages,Namur,1-9,Restaurant,53.0,1,0
296,2025-11-18 19:33,Organic Search,SEO Product Pages,Hainaut,1-9,Hotel,59.0,0,0
297,2025-11-18 13:22,Organic Search,SEO Product Pages,Liège,1-9,Restaurant,30.0,0,0
298,2025-11-18 10:24,Organic Search,SEO Product Pages,Antwerp,1-9,Hotel,63.0,1,0
299,2025-11-18 10:12,Organic Search,SEO Product Pages,Flemish Brabant,50+,Restaurant,82.0,1,1
300,2025-11-18 10:55,Organic Search,SEO Guides,East Flanders,1-9,Café,52.0,0,0
301,2025-11-18 07:34,Direct,Brand Direct,Hainaut,10-49,Restaurant,91.0,1,0
302,2025-11-18 08:05,Direct,Brand Direct,Brussels,1-9,Restaurant,62.0,0,0
303,2025-11-18 21:29,Direct,Returning Visitors,East Flanders,10-49,Bar,49.0,0,0
304,2025-11-18 18:03,Direct,Returning Visitors,Brussels,1-9,Restaurant,62.0,1,1
305,2025-11-18 16:55,Email,Newsletter,Brussels,1-9,Restaurant,39.0,1,1
306,2025-11-18 13:34,Referral,Partner Network,Walloon Brabant,10-49,Snack,93.0,1,1
307,2025-11-19 15:28,Google Ads,Competitor Search,Antwerp,10-49,Restaurant,46.0,0,0
308,2025-11-19 13:40,LinkedIn Ads,Decision Makers,East Flanders,50+,Snack,85.0,1,1
309,2025-11-19 18:49,Meta Ads,Awareness Video,Walloon Brabant,1-9,Café,20.0,0,0
310,2025-11-19 13:42,Meta Ads,Awareness Video,East Flanders,10-49,Restaurant,28.0,0,0
311,2025-11-19 15:26,Meta Ads,Lead Magnet,Hainaut,10-49,Restaurant,16.0,0,0
312,2025-11-19 10:48,Meta Ads,Lead Magnet,Hainaut,1-9,Hotel,24.0,0,0
313,2025-11-19 21:10,Meta Ads,Lead Magnet,Antwerp,10-49,Restaurant,38.0,0,0
314,2025-11-19 13:15,Meta Ads,Lead Magnet,Brussels,1-9,Restaurant,47.0,0,0
315,2025-11-19 19:56,Meta Ads,Lead Magnet,East Flanders,1-9,Café,29.0,0,0
316,2025-11-19 13:48,Organic Search,SEO Product Pages,Brussels,10-49,Bar,64.0,1,1
317,2025-11-19 16:43,Organic Search,SEO Product Pages,Antwerp,10-49,Restaurant,,1,0
318,2025-11-19 08:50,Organic Search,SEO Product Pages,Hainaut,1-9,Restaurant,80.0,1,1
319,2025-11-19 10:15,Organic Search,SEO Guides,Hainaut,1-9,Restaurant,33.0,0,0
320,2025-11-19 17:10,Organic Search,SEO Guides,Brussels,1-9,Café,63.0,1,1
321,2025-11-19 21:18,Organic Search,SEO Guides,Hainaut,1-9,Restaurant,38.0,0,0
322,2025-11-19 18:06,Direct,Brand Direct,Liège,1-9,Bar,39.0,0,0
323,2025-11-19 15:14,Direct,Brand Direct,Namur,1-9,Snack,77.0,1,0
324,2025-11-19 08:53,Direct,Brand Direct,East Flanders,1-9,Café,60.0,1,0
325,2025-11-19 13:00,Direct,Returning Visitors,Brussels,1-9,Snack,,1,1
326,2025-11-19 18:41,Direct,Returning Visitors,Antwerp,10-49,Restaurant,64.0,1,0
327,2025-11-19 21:53,Email,Newsletter,Hainaut,1-9,Restaurant,65.0,0,0
328,2025-11-19 14:27,Referral,Partner Network,Namur,10-49,Restaurant,70.0,1,1
329,2025-11-19 16:59,Referral,Customer Referral,Flemish Brabant,1-9,Restaurant,63.0,1,1
330,2025-11-20 13:47,Google Ads,High Intent Search,Brussels,1-9,Hotel,41.0,1,1
331,2025-11-20 20:15,Google Ads,Competitor Search,Antwerp,10-49,Restaurant,44.0,1,1
332,2025-11-20 20:08,Meta Ads,Awareness Video,Walloon Brabant,10-49,Restaurant,12.0,0,0
333,2025-11-20 16:28,Meta Ads,Awareness Video,Brussels,50+,Restaurant,25.0,0,0
334,2025-11-20 14:54,Meta Ads,Awareness Video,Namur,1-9,Hotel,42.0,0,0
335,2025-11-20 14:45,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,34.0,0,0
336,2025-11-20 21:36,Meta Ads,Awareness Video,Antwerp,10-49,Café,44.0,0,0
337,2025-11-20 21:35,Meta Ads,Awareness Video,Hainaut,10-49,Restaurant,29.0,0,0
338,2025-11-20 09:56,Meta Ads,Awareness Video,Antwerp,1-9,Restaurant,25.0,0,0
339,2025-11-20 11:26,Meta Ads,Awareness Video,Antwerp,10-49,Restaurant,31.0,0,0
340,2025-11-20 10:28,Organic Search,SEO Product Pages,Hainaut,1-9,Restaurant,51.0,1,1
341,2025-11-20 12:44,Organic Search,SEO Product Pages,Hainaut,1-9,Restaurant,15.0,0,0
342,2025-11-20 16:50,Organic Search,SEO Guides,Liège,1-9,Snack,30.0,0,0
343,2025-11-20 08:40,Organic Search,SEO Guides,Liège,1-9,Hotel,38.0,1,0
344,2025-11-20 08:30,Direct,Brand Direct,Antwerp,1-9,Snack,56.0,0,0
345,2025-11-20 11:21,Direct,Brand Direct,East Flanders,10-49,Restaurant,63.0,1,1
346,2025-11-20 17:42,Direct,Brand Direct,Walloon Brabant,1-9,Restaurant,62.0,0,0
347,2025-11-20 12:37,Email,Newsletter,Brussels,1-9,Snack,38.0,0,0
348,2025-11-20 17:14,Referral,Partner Network,Liège,10-49,Bar,67.0,0,0
349,2025-11-20 17:19,Referral,Customer Referral,Liège,1-9,Bar,60.0,1,1
350,2025-11-21 14:04,Google Ads,Competitor Search,Brussels,50+,Restaurant,46.0,0,0
351,2025-11-21 21:51,Google Ads,Restaurant Operations,Brussels,1-9,Restaurant,54.0,1,0
352,2025-11-21 08:53,Google Ads,Restaurant Operations,Walloon Brabant,10-49,Café,34.0,0,0
353,2025-11-21 19:00,LinkedIn Ads,Decision Makers,Walloon Brabant,1-9,Restaurant,58.0,1,1
354,2025-11-21 10:11,Meta Ads,Awareness Video,Hainaut,1-9,Hotel,2.0,0,0
355,2025-11-21 13:11,Meta Ads,Awareness Video,Hainaut,10-49,Restaurant,24.0,0,0
356,2025-11-21 07:56,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,22.0,0,0
357,2025-11-21 12:43,Meta Ads,Awareness Video,Liège,1-9,Restaurant,13.0,1,0
358,2025-11-21 17:14,Meta Ads,Awareness Video,Brussels,1-9,Bar,30.0,0,0
359,2025-11-21 19:32,Meta Ads,Awareness Video,East Flanders,1-9,Hotel,36.0,0,0
360,2025-11-21 07:08,Meta Ads,Awareness Video,Antwerp,1-9,Bar,49.0,1,0
361,2025-11-21 11:09,Meta Ads,Awareness Video,Hainaut,1-9,Snack,45.0,1,0
362,2025-11-21 13:35,Meta Ads,Awareness Video,Brussels,1-9,Café,21.0,0,0
363,2025-11-21 17:08,Meta Ads,Awareness Video,Liège,10-49,Restaurant,32.0,0,0
364,2025-11-21 08:30,Meta Ads,Awareness Video,Liège,1-9,Restaurant,32.0,0,0
365,2025-11-21 08:04,Meta Ads,Lead Magnet,Brussels,50+,Bar,59.0,0,0
366,2025-11-21 09:22,Organic Search,SEO Product Pages,Liège,1-9,Hotel,41.0,0,0
367,2025-11-21 08:55,Organic Search,SEO Guides,Walloon Brabant,50+,Bar,74.0,0,0
368,2025-11-21 10:00,Direct,Brand Direct,Namur,1-9,Bar,65.0,0,0
369,2025-11-21 09:20,Direct,Brand Direct,Flemish Brabant,1-9,Hotel,29.0,0,0
370,2025-11-21 08:59,Direct,Returning Visitors,Flemish Brabant,50+,Café,80.0,1,0
371,2025-11-21 10:29,Referral,Partner Network,Walloon Brabant,10-49,Restaurant,61.0,0,0
372,2025-11-21 17:38,Referral,Partner Network,Flemish Brabant,10-49,Restaurant,82.0,0,0
373,2025-11-22 11:46,Google Ads,Competitor Search,Liège,10-49,Restaurant,69.0,1,1
374,2025-11-22 10:57,Google Ads,Competitor Search,Flemish Brabant,1-9,Restaurant,52.0,0,0
375,2025-11-22 07:12,Google Ads,Restaurant Operations,Flemish Brabant,10-49,Snack,49.0,0,0
376,2025-11-22 15:43,Google Ads,Restaurant Operations,Walloon Brabant,50+,Snack,60.0,1,0
377,2025-11-22 18:25,Meta Ads,Awareness Video,Walloon Brabant,10-49,Bar,18.0,0,0
378,2025-11-22 16:07,Meta Ads,Awareness Video,Antwerp,10-49,Café,,0,0
379,2025-11-22 08:21,Organic Search,SEO Guides,Hainaut,10-49,Snack,66.0,1,0
380,2025-11-22 20:05,Organic Search,SEO Guides,Hainaut,10-49,Bar,59.0,0,0
381,2025-11-22 19:05,Direct,Brand Direct,Hainaut,50+,Hotel,72.0,1,0
382,2025-11-22 12:49,Direct,Brand Direct,East Flanders,10-49,Bar,57.0,0,0
383,2025-11-22 17:39,Direct,Brand Direct,Brussels,10-49,Restaurant,65.0,1,0
384,2025-11-22 12:46,Direct,Brand Direct,Antwerp,1-9,Snack,92.0,1,1
385,2025-11-22 17:52,Direct,Returning Visitors,Liège,1-9,Snack,62.0,1,1
386,2025-11-22 18:51,Direct,Returning Visitors,Flemish Brabant,10-49,Restaurant,61.0,1,0
387,2025-11-22 08:34,Direct,Returning Visitors,Walloon Brabant,10-49,Snack,78.0,0,0
388,2025-11-22 21:10,Email,Newsletter,East Flanders,10-49,Snack,54.0,1,0
389,2025-11-22 10:37,Referral,Customer Referral,Antwerp,50+,Restaurant,59.0,0,0
390,2025-11-23 17:26,Meta Ads,Awareness Video,Hainaut,1-9,Café,18.0,0,0
391,2025-11-23 13:48,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,38.0,0,0
392,2025-11-23 11:52,Meta Ads,Awareness Video,Brussels,10-49,Restaurant,55.0,0,0
393,2025-11-23 18:54,Meta Ads,Awareness Video,Namur,1-9,Bar,45.0,0,0
394,2025-11-23 21:15,Meta Ads,Awareness Video,Walloon Brabant,10-49,Bar,20.0,0,0
395,2025-11-23 16:19,Meta Ads,Lead Magnet,Brussels,10-49,Snack,31.0,1,0
396,2025-11-23 11:38,Organic Search,SEO Product Pages,Liège,50+,Restaurant,,0,0
397,2025-11-23 10:34,Direct,Brand Direct,Brussels,1-9,Restaurant,57.0,0,0
398,2025-11-23 11:29,Direct,Brand Direct,Flemish Brabant,10-49,Restaurant,67.0,0,0
399,2025-11-23 21:21,Direct,Brand Direct,Namur,10-49,Snack,72.0,1,1
400,2025-11-23 14:16,Direct,Brand Direct,Hainaut,50+,Restaurant,79.0,1,1
401,2025-11-23 21:37,Direct,Brand Direct,Hainaut,10-49,Snack,64.0,1,1
402,2025-11-23 09:10,Email,Newsletter,East Flanders,1-9,Snack,55.0,0,0
403,2025-11-23 16:46,Email,Newsletter,Flemish Brabant,1-9,Snack,72.0,1,1
404,2025-11-23 12:56,Email,Newsletter,Flemish Brabant,1-9,Snack,54.0,1,1
405,2025-11-23 12:33,Referral,Partner Network,Antwerp,50+,Restaurant,95.0,1,1
406,2025-11-24 18:19,Google Ads,High Intent Search,Brussels,1-9,Snack,52.0,0,0
407,2025-11-24 10:48,Google Ads,High Intent Search,Walloon Brabant,1-9,Restaurant,55.0,1,0
408,2025-11-24 20:18,Meta Ads,Awareness Video,Walloon Brabant,10-49,Restaurant,21.0,0,0
409,2025-11-24 21:26,Meta Ads,Awareness Video,Antwerp,1-9,Café,34.0,0,0
410,2025-11-24 21:49,Meta Ads,Awareness Video,Walloon Brabant,1-9,Snack,48.0,1,0
411,2025-11-24 21:15,Organic Search,SEO Product Pages,East Flanders,50+,Restaurant,96.0,1,0
412,2025-11-24 15:01,Organic Search,SEO Product Pages,Flemish Brabant,10-49,Café,75.0,1,0
413,2025-11-24 07:19,Organic Search,SEO Guides,Walloon Brabant,50+,Restaurant,45.0,1,0
414,2025-11-24 15:52,Organic Search,SEO Guides,Liège,1-9,Snack,35.0,0,0
415,2025-11-24 08:59,Organic Search,SEO Guides,East Flanders,1-9,Snack,46.0,1,1
416,2025-11-24 17:21,Direct,Brand Direct,Liège,1-9,Restaurant,62.0,1,0
417,2025-11-24 10:32,Direct,Brand Direct,Liège,1-9,Snack,66.0,1,1
418,2025-11-24 18:09,Direct,Brand Direct,Antwerp,50+,Bar,71.0,1,1
419,2025-11-24 09:51,Direct,Brand Direct,Flemish Brabant,10-49,Snack,45.0,1,0
420,2025-11-24 18:13,Direct,Brand Direct,East Flanders,1-9,Snack,73.0,1,1
421,2025-11-24 11:59,Direct,Returning Visitors,Liège,1-9,Restaurant,60.0,1,0
422,2025-11-24 12:06,Email,Newsletter,Walloon Brabant,10-49,Restaurant,61.0,0,0
423,2025-11-24 15:37,Email,Newsletter,East Flanders,1-9,Café,58.0,1,0
424,2025-11-24 12:00,Referral,Customer Referral,Liège,1-9,Restaurant,60.0,1,1
425,2025-11-25 07:28,Meta Ads,Awareness Video,Antwerp,1-9,Restaurant,38.0,0,0
426,2025-11-25 19:55,Meta Ads,Awareness Video,Brussels,10-49,Snack,18.0,0,0
427,2025-11-25 12:09,Meta Ads,Lead Magnet,East Flanders,10-49,Restaurant,37.0,1,0
428,2025-11-25 08:09,Meta Ads,Lead Magnet,Namur,1-9,Bar,34.0,0,0
429,2025-11-25 18:19,Organic Search,SEO Product Pages,East Flanders,1-9,Restaurant,56.0,1,1
430,2025-11-25 07:49,Organic Search,SEO Product Pages,Flemish Brabant,1-9,Snack,49.0,0,0
431,2025-11-25 09:05,Organic Search,SEO Guides,Hainaut,1-9,Snack,55.0,0,0
432,2025-11-25 18:42,Direct,Brand Direct,Antwerp,50+,Hotel,37.0,0,0
433,2025-11-25 12:41,Direct,Brand Direct,Brussels,50+,Bar,72.0,1,1
434,2025-11-25 13:06,Referral,Partner Network,Antwerp,1-9,Restaurant,62.0,0,0
435,2025-11-26 09:49,Google Ads,Competitor Search,Walloon Brabant,1-9,Bar,54.0,0,0
436,2025-11-26 21:39,Google Ads,Restaurant Operations,Namur,1-9,Restaurant,50.0,0,0
437,2025-11-26 19:50,Meta Ads,Awareness Video,East Flanders,10-49,Restaurant,36.0,1,0
438,2025-11-26 11:30,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,11.0,0,0
439,2025-11-26 07:13,Meta Ads,Lead Magnet,Liège,1-9,Restaurant,8.0,0,0
440,2025-11-26 13:26,Organic Search,SEO Product Pages,Hainaut,10-49,Restaurant,,0,0
441,2025-11-26 15:13,Organic Search,SEO Product Pages,Brussels,10-49,Restaurant,63.0,0,0
442,2025-11-26 12:19,Organic Search,SEO Product Pages,Hainaut,1-9,Snack,45.0,0,0
443,2025-11-26 21:00,Organic Search,SEO Guides,Flemish Brabant,1-9,Restaurant,37.0,0,0
444,2025-11-26 10:47,Organic Search,SEO Guides,Brussels,10-49,Restaurant,35.0,1,0
445,2025-11-26 07:18,Organic Search,SEO Guides,Brussels,1-9,Café,59.0,0,1
446,2025-11-26 14:19,Organic Search,SEO Guides,Walloon Brabant,10-49,Bar,47.0,0,0
447,2025-11-26 16:15,Direct,Brand Direct,Hainaut,1-9,Café,49.0,0,0
448,2025-11-26 16:20,Direct,Brand Direct,Brussels,1-9,Restaurant,53.0,0,0
449,2025-11-26 21:18,Direct,Brand Direct,Hainaut,1-9,Snack,23.0,0,0
450,2025-11-26 20:47,Direct,Brand Direct,Namur,10 - 49,Snack,49.0,0,0
451,2025-11-26 08:29,Email,Newsletter,Walloon Brabant,10-49,Café,36.0,0,0
452,2025-11-26 16:54,Email,Newsletter,East Flanders,1-9,Snack,65.0,1,0
453,2025-11-26 18:41,Email,Newsletter,Flemish Brabant,1-9,Restaurant,60.0,1,1
454,2025-11-26 12:51,Referral,Partner Network,Walloon Brabant,1-9,Snack,90.0,1,0
455,2025-11-26 10:20,Referral,Partner Network,Namur,10-49,Snack,77.0,1,1
456,2025-11-26 10:50,Referral,Customer Referral,Brussels,1-9,Snack,63.0,0,0
457,2025-11-27 16:20,Google Ads,Competitor Search,Walloon Brabant,1-9,Restaurant,60.0,1,1
458,2025-11-27 12:10,Google Ads,Restaurant Operations,Walloon Brabant,1-9,Restaurant,59.0,1,1
459,2025-11-27 09:36,LinkedIn Ads,Decision Makers,Liège,10-49,Bar,84.0,1,1
460,2025-11-27 11:18,Meta Ads,Awareness Video,Liège,1-9,Restaurant,0.0,0,0
461,2025-11-27 18:38,Meta Ads,Awareness Video,namur ,10-49,Bar,30.0,0,0
462,2025-11-27 11:18,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,36.0,1,0
463,2025-11-27 19:17,Meta Ads,Awareness Video,Brussels,50+,Restaurant,22.0,0,0
464,2025-11-27 10:16,Meta Ads,Lead Magnet,Walloon Brabant,1-9,Restaurant,39.0,1,0
465,2025-11-27 09:17,Meta Ads,Lead Magnet,East Flanders,50+,Snack,27.0,0,0
466,2025-11-27 15:18,Organic Search,SEO Product Pages,Antwerp,50+,Snack,54.0,1,1
467,2025-11-27 18:05,Organic Search,SEO Guides,Namur,1-9,Snack,36.0,0,0
468,2025-11-27 13:39,Organic Search,SEO Guides,Liège,1-9,Restaurant,47.0,0,0
469,2025-11-27 15:18,Direct,Brand Direct,Antwerp,1-9,Café,73.0,1,1
470,2025-11-27 09:54,Referral,Partner Network,Brussels,1-9,Restaurant,68.0,1,1
471,2025-11-27 11:38,Referral,Partner Network,Walloon Brabant,10-49,Snack,88.0,1,1
472,2025-11-27 12:01,Referral,Customer Referral,Hainaut,1-9,Restaurant,60.0,1,0
473,2025-11-28 07:48,Google Ads,High Intent Search,Antwerp,1-9,Restaurant,70.0,1,0
474,2025-11-28 07:11,Google Ads,High Intent Search,Walloon Brabant,1-9,Restaurant,66.0,1,1
475,2025-11-28 13:06,Google Ads,High Intent Search,Liège,1-9,Restaurant,42.0,0,0
476,2025-11-28 14:36,Google Ads,High Intent Search,Hainaut,10-49,Bar,60.0,0,0
477,2025-11-28 08:19,Meta Ads,Awareness Video,Walloon Brabant,10-49,Café,32.0,0,0
478,2025-11-28 14:21,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,30.0,0,0
479,2025-11-28 15:12,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,16.0,0,0
480,2025-11-28 19:12,Meta Ads,Awareness Video,East Flanders,1-9,Snack,28.0,0,0
481,2025-11-28 13:44,Organic Search,SEO Product Pages,Brussels,1-9,Café,40.0,0,0
482,2025-11-28 18:11,Organic Search,SEO Product Pages,Brussels,10-49,Restaurant,67.0,0,0
483,2025-11-28 16:40,Organic Search,SEO Guides,Brussels,10-49,Café,32.0,0,0
484,2025-11-28 19:44,Organic Search,SEO Guides,Brussels,1-9,Restaurant,61.0,0,0
485,2025-11-28 08:44,Direct,Brand Direct,East Flanders,1-9,Restaurant,55.0,0,0
486,2025-11-28 17:49,Referral,Partner Network,Walloon Brabant,1-9,Restaurant,91.0,1,1
487,2025-11-28 20:10,Referral,Customer Referral,Flemish Brabant,10-49,Hotel,90.0,1,1
488,2025-11-29 15:17,Meta Ads,Awareness Video,Hainaut,10-49,Restaurant,38.0,0,0
489,2025-11-29 15:03,Meta Ads,Awareness Video,Hainaut,1-9,Café,23.0,0,0
490,2025-11-29 15:30,Meta Ads,Awareness Video,Flemish Brabant,50+,Hotel,30.0,0,0
491,2025-11-29 10:45,Meta Ads,Awareness Video,Walloon Brabant,1-9,Café,14.0,0,0
492,2025-11-29 12:49,Meta Ads,Lead Magnet,Hainaut,10-49,Restaurant,52.0,0,0
493,2025-11-29 16:53,Meta Ads,Lead Magnet,Liège,1-9,Snack,38.0,0,0
494,2025-11-29 10:16,Organic Search,SEO Guides,Hainaut,1-9,Hotel,63.0,1,1
495,2025-11-29 17:36,Organic Search,SEO Guides,Brussels,1-9,Café,35.0,0,0
496,2025-11-29 08:35,Email,Newsletter,Brussels,10-49,Restaurant,70.0,1,1
497,2025-11-29 07:39,Referral,Partner Network,Antwerp,50+,Restaurant,67.0,0,0
498,2025-11-29 08:44,Referral,Customer Referral,Namur,1-9,Café,62.0,0,0
499,2025-11-29 19:28,Referral,Customer Referral,Brussels,10-49,Hotel,80.0,1,1
500,2025-11-29 20:07,Referral,Customer Referral,Brussels,10-49,Café,73.0,0,0
501,2025-11-30 12:54,Google Ads,High Intent Search,East Flanders,1-9,Bar,56.0,1,0
502,2025-11-30 21:16,Google Ads,High Intent Search,Flemish Brabant,1-9,Restaurant,40.0,1,0
503,2025-11-30 21:19,Google Ads,High Intent Search,Brussels,1-9,Restaurant,52.0,0,0
504,2025-11-30 20:53,Google Ads,Competitor Search,Liège,1-9,Snack,64.0,1,0
505,2025-11-30 11:41,Meta Ads,Lead Magnet,East Flanders,50+,Restaurant,38.0,0,0
506,2025-11-30 14:46,Meta Ads,Lead Magnet,Antwerp,1-9,Restaurant,37.0,0,0
507,2025-11-30 08:58,Meta Ads,Lead Magnet,Walloon Brabant,1-9,Restaurant,23.0,0,0
508,2025-11-30 18:28,Meta Ads,Lead Magnet,Brussels,1-9,Café,42.0,1,0
509,2025-11-30 15:33,Organic Search,SEO Product Pages,Brussels,1-9,Bar,59.0,0,0
510,2025-11-30 17:32,Organic Search,SEO Product Pages,Flemish Brabant,1-9,Snack,69.0,0,0
511,2025-11-30 11:01,Organic Search,SEO Guides,Brussels,1-9,Bar,70.0,0,0
512,2025-11-30 11:35,Organic Search,SEO Guides,Brussels,1-9,Restaurant,41.0,1,1
513,2025-11-30 18:41,Direct,Brand Direct,Brussels,10-49,Restaurant,42.0,1,1
514,2025-11-30 15:17,Referral,Partner Network,Bruxelles,50+,Bar,71.0,1,0
515,2025-11-30 17:53,Referral,Partner Network,Hainaut,10-49,Restaurant,100.0,1,1
516,2025-12-01 12:28,Meta Ads,Awareness Video,Brussels,10-49,Bar,14.0,0,0
517,2025-12-01 10:02,Meta Ads,Awareness Video,Liège,10-49,Bar,60.0,0,0
518,2025-12-01 12:35,Meta Ads,Awareness Video,Liège,10-49,Bar,28.0,0,0
519,2025-12-01 21:00,Meta Ads,Awareness Video,Namur,1-9,Café,30.0,0,0
520,2025-12-01 19:36,Meta Ads,Awareness Video,Namur,1-9,Restaurant,32.0,0,0
521,2025-12-01 14:51,Meta Ads,Awareness Video,Namur,1-9,Hotel,2.0,0,0
522,2025-12-01 20:29,Meta Ads,Lead Magnet,Liège,10-49,Restaurant,36.0,1,0
523,2025-12-01 10:22,Meta Ads,Lead Magnet,Hainaut,10-49,Bar,44.0,0,0
524,2025-12-01 20:57,Organic Search,SEO Product Pages,Hainaut,10-49,Restaurant,54.0,0,0
525,2025-12-01 10:59,Organic Search,SEO Product Pages,Hainaut,1-9,Restaurant,44.0,1,0
526,2025-12-01 20:53,Organic Search,SEO Product Pages,Flemish Brabant,10-49,Hotel,81.0,1,1
527,2025-12-01 21:06,Organic Search,SEO Guides,East Flanders,1-9,Café,49.0,1,1
528,2025-12-01 21:27,Organic Search,SEO Guides,Namur,1-9,Restaurant,33.0,0,0
529,2025-12-01 19:01,Organic Search,SEO Guides,Walloon Brabant,10-49,Café,74.0,0,0
530,2025-12-01 12:36,Organic Search,SEO Guides,Antwerp,10-49,Restaurant,44.0,0,0
531,2025-12-01 16:54,Organic Search,SEO Guides,Brussels,1-9,Café,55.0,1,0
532,2025-12-01 12:38,Direct,Brand Direct,Namur,10-49,Snack,52.0,0,0
533,2025-12-01 07:37,Direct,Returning Visitors,Liège,1-9,Restaurant,76.0,1,0
534,2025-12-01 15:49,Email,Newsletter,Flemish Brabant,50+,Restaurant,57.0,1,1
535,2025-12-01 17:24,Email,Newsletter,Antwerp,50+,Restaurant,52.0,1,1
536,2025-12-01 15:01,Email,Lead Nurture,Walloon Brabant,10-49,Bar,65.0,1,1
537,2025-12-01 17:08,Referral,Partner Network,Brussels,1-9,Restaurant,65.0,0,0
538,2025-12-01 21:17,Referral,Partner Network,East Flanders,10-49,Hotel,68.0,1,1
539,2025-12-01 10:09,Referral,Partner Network,East Flanders,1-9,Restaurant,65.0,1,1
540,2025-12-02 20:38,Meta Ads,Awareness Video,Brussels,50+,Restaurant,23.0,0,0
541,2025-12-02 12:16,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,6.0,0,0
542,2025-12-02 08:33,Meta Ads,Awareness Video,Walloon Brabant,1-9,Hotel,0.0,0,0
543,2025-12-02 19:13,Organic Search,SEO Product Pages,Brussels,50+,Restaurant,76.0,1,0
544,2025-12-02 09:33,Organic Search,SEO Guides,Hainaut,10-49,Restaurant,58.0,0,0
545,2025-12-02 09:07,Organic Search,SEO Guides,Brussels,10-49,Restaurant,63.0,0,0
546,2025-12-02 07:47,Direct,Returning Visitors,Brussels,1-9,Bar,59.0,1,0
547,2025-12-02 18:38,Direct,Returning Visitors,Flemish Brabant,1-9,Restaurant,61.0,1,1
548,2025-12-02 18:02,Email,Newsletter,Antwerp,50+,Restaurant,58.0,1,1
549,2025-12-02 11:59,Email,Newsletter,Liège,1-9,Restaurant,37.0,0,0
550,2025-12-02 21:23,Email,Newsletter,Liège,10-49,Bar,72.0,1,0
551,2025-12-02 14:21,Email,Lead Nurture,Walloon Brabant,10-49,Restaurant,72.0,1,1
552,2025-12-02 20:31,Email,Lead Nurture,Liège,1-9,Restaurant,72.0,1,1
553,2025-12-02 20:25,Email,Lead Nurture,East Flanders,10-49,Bar,67.0,1,1
554,2025-12-03 14:58,Google Ads,High Intent Search,Namur,10-49,Restaurant,51.0,0,0
555,2025-12-03 16:41,Google Ads,High Intent Search,East Flanders,10-49,Bar,57.0,0,0
556,2025-12-03 13:05,Google Ads,Competitor Search,Flemish Brabant,1-9,Restaurant,32.0,1,0
557,2025-12-03 20:47,Google Ads,Restaurant Operations,East Flanders,1-9,Snack,52.0,1,0
558,2025-12-03 08:15,LinkedIn Ads,Decision Makers,Antwerp,10-49,Restaurant,82.0,1,1
559,2025-12-03 19:02,LinkedIn Ads,Operations Leaders,Antwerp,50+,Hotel,67.0,1,0
560,2025-12-03 18:28,Meta Ads,Awareness Video,Liège,1-9,Snack,23.0,0,0
561,2025-12-03 17:21,Meta Ads,Awareness Video,Antwerp,10-49,Restaurant,19.0,0,0
562,2025-12-03 10:31,Meta Ads,Awareness Video,Brussels,10-49,Bar,41.0,0,0
563,2025-12-03 09:45,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,20.0,0,0
564,2025-12-03 14:56,Meta Ads,Awareness Video,Namur,10-49,Bar,28.0,0,0
565,2025-12-03 21:03,Meta Ads,Awareness Video,Liège,1-9,Restaurant,34.0,0,0
566,2025-12-03 12:05,Meta Ads,Lead Magnet,Liège,1-9,Bar,32.0,0,0
567,2025-12-03 11:59,Organic Search,SEO Product Pages,Walloon Brabant,1-9,Bar,54.0,1,0
568,2025-12-03 21:58,Organic Search,SEO Product Pages,Antwerp,1-9,Bar,52.0,1,1
569,2025-12-03 09:48,Organic Search,SEO Product Pages,Liège,1-9,Restaurant,65.0,0,0
570,2025-12-03 13:55,Organic Search,SEO Guides,Hainaut,1-9,Restaurant,39.0,0,0
